feature_map,n_pool,n_qubits,acc_mean,acc_std,f1_mean,f1_std,mcc_mean,mcc_std
HEE,400,4,0.6583333333333333,0.043898557303553035,0.7077193984389872,0.06301496747632897,0.3010166180958764,0.08951203148130212
HEE,400,8,0.65,0.09999999999999998,0.7063241106719368,0.10166404383738903,0.278782414126822,0.20462036432862885
HEE,400,12,0.5958333333333333,0.019094065395649375,0.7228356175724597,0.022214313969648812,0.17409724677358066,0.05928572031802536
HEE,400,16,0.5541666666666667,0.028867513459481298,0.7128438213515994,0.02365432253257539,0.0,0.0
HEE,400,20,0.5666666666666667,0.026020824993326665,0.7231677341145365,0.021361197300801677,0.0,0.0
HEE,800,4,0.6770833333333334,0.029536347664078776,0.7038348955015622,0.012009136964153778,0.3478755867319556,0.067506517351257
HEE,800,8,0.6520833333333333,0.014433756729740593,0.6852440356448128,0.04124449703306436,0.29666515227455686,0.02103973397369753
HEE,800,12,0.6375000000000001,0.018749999999999975,0.7095431653373593,0.027035621134428214,0.2702488697002988,0.045566776339123
HEE,800,16,0.5437500000000001,0.016535945694153696,0.7001499131484841,0.017585273726816578,0.04372339655557337,0.06735485854862641
HEE,800,20,0.5437500000000001,0.028641098093473996,0.7034381879621265,0.022736274968544815,0.030358222098696933,0.05258198310240336
HEE,1200,4,0.6972222222222223,0.03780738219115617,0.7209001070383118,0.029504870211151533,0.3905027290795708,0.07922867416828923
HEE,1200,8,0.7236111111111111,0.027743033826997488,0.7565595305795819,0.02988620101218339,0.4405207483388373,0.05634864280301443
HEE,1200,12,0.6666666666666666,0.01666666666666672,0.7379578611385472,0.012362009251864729,0.3293346178893101,0.035807905104584
HEE,1200,16,0.5652777777777778,0.006364688465216422,0.7146856532669402,0.0023722182377605987,0.1467349983877344,0.020313253504226376
HEE,1200,20,0.5541666666666667,0.015023130314433258,0.7120049642538399,0.012946204925049798,0.03321854439476517,0.05753620664521561
HEE,1600,4,0.7177083333333334,0.020090939085401972,0.7442687681555574,0.013122449754487349,0.43029401737350287,0.04204518634899919
HEE,1600,8,0.6947916666666667,0.0455364437383216,0.7262299044055593,0.0428448729772319,0.3821485780467244,0.0912888852568574
HEE,1600,12,0.6729166666666666,0.021271435267356455,0.7342252222936301,0.02577724829262507,0.3353357055098942,0.039207535425194805
HEE,1600,16,0.571875,0.0,0.7182298860077249,0.005427563513495325,0.1508573974630202,0.03511998595399228
HEE,1600,20,0.5604166666666667,0.007864410870073732,0.7140404943334607,0.007713047702921343,0.11536155190232013,0.031048746647457763
HEE,2000,4,0.6916666666666668,0.03165569985537097,0.7225677410727743,0.03359559479083414,0.3763691516259975,0.06275630549519139
HEE,2000,8,0.7116666666666666,0.009464847243000516,0.745698205703623,0.014639120224671093,0.4151467613172976,0.018350464730096803
HEE,2000,12,0.7091666666666666,0.01127312438205723,0.7618316393679873,0.004741033261744968,0.41096872546537594,0.021774504640786837
HEE,2000,16,0.5750000000000001,0.002500000000000016,0.7197783787597665,0.001102188284416537,0.16059368674946806,0.010340037473080295
HEE,2000,20,0.565,0.002500000000000016,0.7166136450860288,0.001167124748392298,0.13611899826889715,0.011584578452140934
IQP,400,4,0.5541666666666667,0.028867513459481298,0.7128438213515994,0.02365432253257539,0.0,0.0
IQP,400,8,0.5541666666666667,0.05204164998665341,0.6899145818680809,0.050408080057252475,0.039629189019601004,0.09121697906467935
IQP,400,12,0.5541666666666667,0.028867513459481298,0.7128438213515994,0.02365432253257539,0.0,0.0
IQP,400,16,0.5541666666666667,0.028867513459481298,0.7128438213515994,0.02365432253257539,0.0,0.0
IQP,400,20,0.5666666666666667,0.026020824993326665,0.7231677341145365,0.021361197300801677,0.0,0.0
IQP,800,4,0.5291666666666667,0.03662165798176448,0.6137097059305446,0.0922875999760815,0.014543165502441101,0.05615837369053839
IQP,800,8,0.5416666666666666,0.015728821740147367,0.6750485619820088,0.047989599382205116,0.0220834492858097,0.03824965616939304
IQP,800,12,0.5416666666666666,0.013010412496663305,0.6973860058679184,0.01844000484220582,0.012778047978952267,0.022132228321098135
IQP,800,16,0.5437500000000001,0.010825317547305525,0.7027537685513269,0.010774548902520227,0.03942739161314054,0.06829024548387444
IQP,800,20,0.5416666666666666,0.025259074277046135,0.702471388493335,0.021177895612915068,0.0,0.0
IQP,1200,4,0.5347222222222222,0.012729376930432844,0.6327903507585183,0.06417010379530404,0.024682595230676868,0.033036437010385576
IQP,1200,8,0.5430555555555555,0.00867360833110886,0.6684773991631108,0.03276822382088831,0.027000803493032532,0.034243714085506326
IQP,1200,12,0.5375,0.011023963796102421,0.6894583021067117,0.023398792304665465,-0.013288624077215932,0.012204811432729811
IQP,1200,16,0.5458333333333333,0.0,0.706199460916442,0.0,0.0,0.0
IQP,1200,20,0.5513888888888888,0.016839382851364104,0.7107319521112624,0.013907067922267858,0.0,0.0
IQP,1600,4,0.5489583333333333,0.018042195912175797,0.5955359763699888,0.030537240174834876,0.0845136040401722,0.03305096161323702
IQP,1600,8,0.5416666666666666,0.020332522183274124,0.6807243174500912,0.05307171753597599,0.0022310534593723,0.0038642979460351296
IQP,1600,12,0.5208333333333334,0.042197143959435586,0.670540985819513,0.05115219881037808,-0.05983160429692063,0.0664091758627351
IQP,1600,16,0.5499999999999999,0.010825317547305525,0.7080139728872673,0.010661407175823489,0.011208553240254932,0.019413783691462315
IQP,1600,20,0.5489583333333333,0.011831059053750552,0.7087596663682924,0.00982269148545114,0.0,0.0
IQP,2000,4,0.5558333333333333,0.010103629710818421,0.6922601937613116,0.030167519654877913,0.03423430583887183,0.05929555707477789
IQP,2000,8,0.5483333333333333,0.01010362971081844,0.6564025837391365,0.04747931936993849,0.04330267290861567,0.042401732647871046
IQP,2000,12,0.5608333333333334,0.025658007197234448,0.6881020049613888,0.014169399062501422,0.06947824110640931,0.07698702193398879
IQP,2000,16,0.5499999999999999,0.0024999999999999606,0.7077837802532106,0.0026693032810856314,0.009391375309301467,0.021438283865122025
IQP,2000,20,0.55,0.0,0.7096774193548386,0.0,0.0,0.0
RBF-Class,400,4,0.6749999999999999,0.07499999999999998,0.6990549133406277,0.09655754184454209,0.34214277838755075,0.14355497213859927
RBF-Class,400,8,0.725,0.03307189138830736,0.7548335872224531,0.029697792150521474,0.43876140072340686,0.07730337621597967
RBF-Class,400,12,0.7666666666666666,0.019094065395649305,0.7877041584617167,0.03274324141612508,0.5283733501673242,0.037663292655725496
RBF-Class,400,16,0.7416666666666667,0.026020824993326593,0.7651258711420851,0.04919116687551949,0.4776361945594882,0.04262145148646731
RBF-Class,400,20,0.8125,0.03749999999999998,0.8304202326091726,0.051775613160393065,0.6208350010560411,0.06512768871816592
RBF-Class,800,4,0.7645833333333334,0.025259074277046063,0.7757689167120305,0.013271807468146376,0.5289992846794306,0.05507778303115378
RBF-Class,800,8,0.8083333333333332,0.050903298845294244,0.8220779220779221,0.043983621355522334,0.6144246213686859,0.10387786258720734
RBF-Class,800,12,0.8208333333333333,0.04389855730355307,0.8315471791081547,0.03523352864632712,0.6405889926569486,0.09048420049801183
RBF-Class,800,16,0.8229166666666666,0.041614550740496234,0.8365898014486929,0.03566311614784571,0.6434270307016551,0.08490665889202659
RBF-Class,800,20,0.8083333333333332,0.013010412496663333,0.8202407671903694,0.013435688743647669,0.6166359431280487,0.026427783043011202
RBF-Class,1200,4,0.7611111111111111,0.030712978315966612,0.7804495205011625,0.029179400222728708,0.519822014796968,0.061705024379549334
RBF-Class,1200,8,0.7819444444444444,0.006364688465216422,0.8001769883219669,0.01283654991357072,0.5617204394170975,0.010086078837217977
RBF-Class,1200,12,0.8166666666666668,0.004166666666666652,0.830084883481888,0.009781846974310763,0.6327158761549617,0.006883376237650971
RBF-Class,1200,16,0.8166666666666668,0.012500000000000039,0.8303258840359211,0.009870003217701017,0.6323902314247797,0.02653138590978232
RBF-Class,1200,20,0.7958333333333334,0.016666666666666677,0.8104404740990897,0.023945389750054776,0.5898080671491761,0.029911939791294875
RBF-Class,1600,4,0.7322916666666667,0.0303516714256947,0.7539581945601479,0.029119525942378717,0.46108829663337353,0.059863120355827186
RBF-Class,1600,8,0.7666666666666666,0.014768173832039384,0.7842775212241292,0.019406447977059496,0.5304726786172229,0.027117838829695495
RBF-Class,1600,12,0.7781250000000001,0.022534695471649904,0.7919173427480173,0.023910225274526454,0.5562626663333105,0.04274346746104963
RBF-Class,1600,16,0.7916666666666666,0.0281828109551431,0.8028271773825809,0.025289797767027094,0.5847850164648604,0.05573922971463858
RBF-Class,1600,20,0.7958333333333334,0.02545164942264709,0.8080656114934895,0.025449440717301007,0.5917653112108018,0.04976072609812825
RBF-Class,2000,4,0.7324999999999999,0.04981214711292817,0.7570979293816013,0.05025321756392469,0.45974764908689386,0.09824780044021064
RBF-Class,2000,8,0.7825000000000001,0.027838821814150136,0.8030334449563911,0.025081565579847098,0.5602906063178678,0.056385757115670336
RBF-Class,2000,12,0.7808333333333334,0.028867513459481266,0.7989941437442406,0.02721350499964785,0.5584929848313035,0.058191006624636096
RBF-Class,2000,16,0.7783333333333333,0.01755942292142128,0.7931046253626898,0.016796027736817293,0.5559069606935229,0.03543758630876163
RBF-Class,2000,20,0.7983333333333333,0.02254624876411444,0.8132953123032696,0.0202836268743952,0.5948377194775697,0.045878190613909825
RBF-Class-2n,400,4,0.7541666666666668,0.026020824993326683,0.7805729984301412,0.009214398682172085,0.5096535601686395,0.06063940706484769
RBF-Class-2n,400,8,0.7916666666666666,0.01909406539564929,0.8152071296401194,0.0260677647389772,0.5831437973224322,0.03416311725084346
RBF-Class-2n,400,12,0.7791666666666667,0.05204164998665335,0.7972685750463527,0.051887423493124876,0.5582917663235466,0.10377845177046056
RBF-Class-2n,400,16,0.7708333333333334,0.05051814855409223,0.7967126193001061,0.034317657752615846,0.5400865220814799,0.11039439594292311
RBF-Class-2n,400,20,0.775,0.03749999999999998,0.8035748256182625,0.021595509618458998,0.5488343723822452,0.0815383970922196
RBF-Class-2n,800,4,0.7833333333333333,0.023662118107501157,0.8076990469323583,0.014748444576706493,0.5615712193412478,0.04872649550294964
RBF-Class-2n,800,8,0.78125,0.04881406047441661,0.8053662430159022,0.04245800683679193,0.5567092110378159,0.09922927609885449
RBF-Class-2n,800,12,0.78125,0.051158454824202816,0.8077461085261385,0.04219703321597121,0.5562635227840135,0.10473637005827054
RBF-Class-2n,800,16,0.7937500000000001,0.04881406047441651,0.8124708127454006,0.04194132561150592,0.5836639707462288,0.10003687414397935
RBF-Class-2n,800,20,0.8083333333333332,0.04606946747394998,0.8248019867815932,0.0441007758949908,0.6134565347055071,0.09186724847617836
RBF-Class-2n,1200,4,0.7555555555555555,0.008673608331108857,0.7769799217581091,0.013585983538533563,0.5071095342456998,0.01475398870713639
RBF-Class-2n,1200,8,0.7847222222222223,0.02055367859298437,0.799676535469639,0.022740142340647494,0.5685638361698133,0.03914674593079601
RBF-Class-2n,1200,12,0.7944444444444444,0.02055367859298437,0.8086411556999792,0.021190330742719404,0.5876868293598916,0.039716164403409755
RBF-Class-2n,1200,16,0.8013888888888889,0.015774745405000783,0.8190727499716264,0.016761821990743598,0.5991075716679137,0.03057880521289294
RBF-Class-2n,1200,20,0.7916666666666666,0.02732266051792501,0.8123115745568593,0.0267087034877397,0.5785613307684837,0.05447294831442128
RBF-Class-2n,1600,4,0.7572916666666667,0.025259074277046146,0.782602692712188,0.025689652761883196,0.5087809934416657,0.05001261582933567
RBF-Class-2n,1600,8,0.7781250000000001,0.008267972847076853,0.8000354904201962,0.0022392389271270415,0.5515926064427076,0.018329725551129574
RBF-Class-2n,1600,12,0.7958333333333334,0.015415258944738306,0.8146437607535372,0.015681465474474823,0.5876471326218624,0.030518323016024047
RBF-Class-2n,1600,16,0.7989583333333333,0.029701202977881754,0.8174547961369667,0.029784829163546397,0.594491003285445,0.05857857626210279
RBF-Class-2n,1600,20,0.7999999999999999,0.03380204320747492,0.8176124210198964,0.03285589322840625,0.5965767203687616,0.06725689344668127
RBF-Class-2n,2000,4,0.7841666666666667,0.01181453906563148,0.8039601106553199,0.00935635457503738,0.5641988791077829,0.024641225412238482
RBF-Class-2n,2000,8,0.8083333333333332,0.005204164998665346,0.8249356238819671,0.0038568887299864573,0.6138708960391641,0.01218449712385762
RBF-Class-2n,2000,12,0.8275,0.0066143782776614665,0.8442541818562933,0.004228492558030142,0.6516248538306932,0.014083849463269635
RBF-Class-2n,2000,16,0.8225000000000001,0.017320508075688787,0.8392060665070199,0.01606715407828895,0.6414183921804962,0.03517564726818553
RBF-Class-2n,2000,20,0.8133333333333334,0.0028867513459480834,0.8294905708326051,0.004038352071383063,0.6236437470543993,0.006365210738619884
W2K-Block,400,4,0.7583333333333333,0.007216878364870297,0.7856831302811845,0.017538250963377248,0.5179713897903165,0.018900529572846592
